Incident_Month,Incident.year,Victim.injury,State,Location,Latitude,Longitude,Site.category,Shark.common.name,Shark.length.m,Provoked/unprovoked,Victim.activity,Direction.first.strike,Injury.location,Victim.gender,Victim.age,
Feb,1984,injured,QLD,"mackay, derwent island",-21.13333333,149.1833333,island open ocean,tiger shark,,unprovoked,swimming,,"arm, hand",male,27,
Mar,1984,injured,WA,coral bay,-23.13333333,113.7666667,coastal,whaler shark,,unprovoked,other: standing in water,,calf,male,25,
Mar,1984,injured,WA,waterman reef,-31.83333333,115.75,Coastal,wobbegong,0.3,unprovoked,other: standing in water,behind,leg,male,,
Jun,1984,uninjured,TAS,cape raoul,-43.23333333,147.7833333,coastal,white shark,6,provoked,diving,,,male,,
Sep,1984,injured,NT,port keats,-14.11666667,129.5333333,coastal,tiger shark,,unprovoked,other: standing in water,,"arm, head, torso",female,27,
Oct,1984,uninjured,NSW,"byron bay, suffolk park  beach",-28.68333333,153.6166667,coastal,white shark,2.5,unprovoked,boarding,,other: uninjured,male,25,
Oct,1984,uninjured,TAS,"the lanterns, fortescue bay",-43.13333333,148,coastal,white shark,6,provoked,diving,,,male,,
Nov,1984,fatal,QLD,"mackay, blacks beach",-21.05,149.1833333,coastal,tiger shark,4,unprovoked,swimming,,"arm, head, torso",male,15,
Feb,1985,uninjured,VIC,jan juc beach,-38.33333333,144.3,coastal,white shark,2,unprovoked,boarding,below,,male,36,
Mar,1985,injured,WA,watermans beach,-31.85,115.75,island open ocean,wobbegong,0.7,provoked,diving,,thigh,female,20,
Mar,1985,fatal,SA,"wiseman's beach, port lincoln",-34.46666667,136.0166667,coastal,white shark,6,unprovoked,snorkelling,behind,torso,female,33,
Sep,1985,injured,QLD,osprey reef,-13.91666667,146.6166667,coastal,whitetip reef shark,2,provoked,diving,in front,"arm, hand",male,,
Dec,1985,injured,NSW,north solitary island,-29.91666667,153.3833333,island open ocean,wobbegong,,provoked,diving,,thigh,male,,
Jan,1986,fatal,QLD,"torres strait, prince of wales island",-10.66666667,142.1833333,island open ocean,tiger shark,,provoked,spearfishing,,,male,,
Mar,1986,injured,NT,"nightcliff beach, darwin",-12.36666667,130.8333333,coastal,wobbegong,1,provoked,swimming,,leg,male,13,
May,1986,injured,NSW,"north head, sydney ",-33.81666667,151.3,coastal,wobbegong,1.8,unprovoked,diving,in front,"arm, hand",male,41,
Aug,1986,injured,NSW,"north head, sydney ",-33.81666667,151.3,coastal,wobbegong,1.8,unprovoked,diving,,thigh,female,,
Oct,1986,uninjured,WA,"cocos (keeling) islands, direction island",-12.15,96.81666667,island open ocean,tiger shark,3,unprovoked,boarding,below,,male,39,
Jan,1987,injured,QLD,lizard island,-14.66666667,145.45,island open ocean,tiger shark,2,unprovoked,swimming,,calf,male,38,
Jan,1987,injured,QLD,"osprey reef, north horn",-13.91666667,146.6166667,island open ocean,whitetip reef shark,,provoked,diving,,"torso, pelvic region",female,,
Feb,1987,injured,NSW,"forster, pebbly beach",-32.16666667,152.5166667,ocean/pelagic,wobbegong,1,provoked,diving,,thigh,female,17,
Feb,1987,fatal,VIC,mornington peninsula,-38.46666667,144.8833333,coastal,white shark,,unprovoked,boarding,,,male,,
Mar,1987,injured,WA,between twilight & fourth beach,-33.88333333,121.8166667,coastal,white shark,,unprovoked,boarding,,leg,male,19,
Apr,1987,injured,WA,"garden island, two people bay",-32.16666667,115.65,estuary/harbour,wobbegong,,unprovoked,swimming,below,leg,male,,
Sep,1987,fatal,SA,"merino rocks, adelaide",-34.91666667,138.5833333,coastal,white shark,4.5,unprovoked,diving,,,male,47,
Oct,1987,injured,NT,edith falls,-14.16666667,132.1833333,coastal,bull shark,,unprovoked,swimming,,arm,female,,
Dec,1987,uninjured,QLD,"the cod hole, near lizard island",-14.66666667,145.45,island open ocean,hammerhead shark ,4,provoked,diving,in front,other: uninjured,male,,
Jul,1988,injured,NSW,norah head,-33.26666667,151.5666667,coastal,white shark,,unprovoked,swimming,,calf,female,10,
Oct,1988,injured,SA,moana beach south of adelaide,-34.91666667,138.5833333,coastal,white shark,,unprovoked,boarding,behind,"leg, hand",male,15,
Oct,1988,uninjured,QLD,lady musgrave island,-23.9,152.3833333,island open ocean,tiger shark,,provoked,spearfishing,,other: uninjured,male,,
Oct,1988,injured,VIC,"surfies point, phillip island",-38.5,145.2666667,coastal,white shark,1.2,unprovoked,boarding,behind,calf,male,35,
Nov,1988,fatal,QLD,yeppoon,-23.11666667,150.7333333,coastal,tiger shark,4.5,unprovoked,swimming,,torso,male,17,
Nov,1988,fatal,QLD,yeppoon,-23.11666667,150.7333333,coastal,tiger shark,4.5,unprovoked,swimming,,,male,62,
Jan,1989,injured,NSW,"south head, sydney ",-33.86666667,151.2,coastal,wobbegong,2,provoked,diving,in front,arm,male,19,
Jan,1989,uninjured,VIC,"surfies beach, phillip island",-38.5,145.2666667,coastal,white shark,4,unprovoked,boarding,below,other: uninjured,male,30,
Jan,1989,injured,WA,"rottnest island, parker point",-32,115.5166667,coastal,wobbegong,1.2,unprovoked,snorkelling,below,leg,male,,
Jan,1989,injured,NSW,"ballina south, half tide beach",-28.88333333,153.55,coastal,white shark,3,unprovoked,boarding,other: side,torso,male,17,
Mar,1989,uninjured,WA,"broome, roebuck bay",-17.96666667,122.2333333,coastal,tiger shark,3,provoked,snorkelling,right,,male,,
Mar,1989,injured,QLD,"torres strait, badu island harbour",-10.11666667,142.1333333,island open ocean,whaler shark,2,provoked,spearfishing,"behind, above",thigh,male,32,
Mar,1989,fatal,SA,"waitpinga beach, encounter bay",-35.63333333,138.4833333,coastal,white shark,2,unprovoked,boarding,below,thigh,male,27,
Aug,1989,uninjured,NSW,lennox head,-28.78333333,153.5833333,coastal,white shark,3,unprovoked,boarding,,other: uninjured,male,17,
Oct,1989,uninjured,TAS,"shelly point, scamander",-41.43333333,148.2666667,estuary/harbour,white shark,2.1,unprovoked,boarding,right,,male,17,
Oct,1989,injured,NT,edith falls,-14.16666667,132.1833333,coastal,bull shark,2,unprovoked,swimming,,thigh,female,31,
Nov,1989,injured,VIC,kilcunda,-38.53333333,145.4666667,coastal,white shark,4.5,unprovoked,boarding,"left, below",thigh,male,32,
Nov,1989,injured,QLD,"mermaid waters, gold coast (canal)",-28.03333333,153.4,river,bull shark,2,unprovoked,swimming,,calf,male,10,
Dec,1989,injured,WA,capes area,-16.38333333,122.9166667,island open ocean,wobbegong,,unprovoked,diving,,"arm, hand",male,,
Dec,1989,injured,NT,"gove peninsula, cape wirrawoi",-12.28333333,136.8166667,coastal,tiger shark,2,provoked,swimming,right,leg,male,17,
Apr,1990,uninjured,QLD,"greenmount point, coolangatta",-28.15,153.5333333,coastal,tiger shark,4,unprovoked,boarding,,other: uninjured,male,31,
Apr,1990,uninjured,NSW,"tweed heads, fingal",-28.18333333,153.55,coastal,white shark,3,unprovoked,boarding,,other: uninjured,male,29,
Apr,1990,fatal,QLD,"dingo reef, off townsville",-19.16666667,148.3833333,island open ocean,tiger shark,,provoked,snorkelling,,torso,male,36,
May,1990,injured,QLD,"opal reef, port douglas",-16.21666667,145.8833333,ocean/pelagic,hammerhead shark ,3,provoked,snorkelling,behind,calf,female,33,
May,1990,injured,QLD,"opal reef, port douglas",-16.21666667,145.8833333,island open ocean,hammerhead shark ,3,provoked,snorkelling,other: side,"arm, hand",male,44,
Sep,1990,injured,QLD,rainbow beach. near gympie,-25.9,153.0833333,coastal,wobbegong,0.6,unprovoked,other: standing in water,below,foot,male,13,
Oct,1990,injured,QLD,"mermaid waters, gold coast (canal)",-28.03333333,153.4,river,bull shark,1.8,unprovoked,swimming,behind,"leg, pelvic region",male,26,
Oct,1990,injured,SA,"goolwa beach, adelaide",-35.51666667,138.7666667,coastal,white shark,1.1,unprovoked,boarding,below,foot,male,20,
Nov,1990,injured,QLD,surfers paradise (canals),-28,153.4166667,river,bull shark,1.5,unprovoked,swimming,right,"arm, torso, pelvic region",male,26,
Jan,1991,injured,QLD,gladstone harbour,-23.83333333,151.25,coastal,,2,unprovoked,boarding,below,leg,male,22,
Jan,1991,uninjured,VIC,"queenscliff beach, melbourne",-38.26666667,144.65,coastal,bronze whaler shark,3,provoked,spearfishing,,other: uninjured,male,14,
Jan,1991,uninjured,NSW,"putty beach, central coast",-33.51666667,151.3666667,coastal,dusky shark,1.2,unprovoked,snorkelling,right,other: uninjured,male,45,
Jan,1991,injured,QLD,"mermaid waters, gold coast (canal)",-28.03333333,153.4,river,bull shark,1.5,unprovoked,swimming,below,"leg, pelvic region",male,29,
Mar,1991,injured,NSW,"bass point, wollongong",-34.56666667,150.8666667,coastal,grey nurse shark,2,provoked,diving,,"arm, leg",male,18,
Sep,1991,fatal,SA,aldinga beach,-35.28333333,138.4333333,coastal,white shark,4,unprovoked,diving,right,torso,male,19,
Nov,1991,injured,WA,"backbeach, halls head",-32.51666667,115.7,coastal,white shark,1,unprovoked,boarding,,leg,male,14,
Jan,1992,injured,QLD,"duranbah, north of tweed heads",-28.16666667,153.5333333,coastal,white shark,2.8,unprovoked,boarding,below,leg,male,19,
Feb,1992,uninjured,QLD,"nielson park, bundaberg",-24.86666667,152.35,coastal,tiger shark,3,unprovoked,boarding,behind,other: uninjured,male,22,
Mar,1992,uninjured,QLD,"evandale channal,chevron is",-27.98333333,153.3333333,river,bull shark,2.5,provoked,,behind,other: uninjured,male,24,
Mar,1992,injured,VIC,"port phillip bay, point lonsdale, west melbourne",-38.28333333,144.6,coastal,white shark,2.7,unprovoked,boarding,below,"leg, pelvic region",male,17,
Aug,1992,injured,SA,"lipson cove, tumby bay",-34.25,135.1666667,coastal,white shark,3.5,unprovoked,boarding,in front,torso,male,16,
Oct,1992,fatal,QLD,"moreton island, brisbane",-27.08333333,153.4,coastal,white shark,4.2,unprovoked,boarding,,,male,28,
Jan,1993,injured,QLD,"line reef, 50k off hayman island",-20.05,148.8833333,island open ocean,whitetip reef shark,1.5,provoked,spearfishing,,arm,male,21,
Apr,1993,uninjured,TAS,"tenth island, georgetown",-40.93333333,146.9833333,island open ocean,white shark,3,provoked,spearfishing,,other: uninjured,male,32,
Apr,1993,injured,SA,point clinton,-34.21666667,138.0166667,coastal,white shark,,provoked,spearfishing,behind,calf,male,60,
Jun,1993,fatal,TAS,"tenth island, georgetown",-40.93333333,146.9833333,island open ocean,white shark,4,unprovoked,diving,,other: body not recovered,female,35,
Jun,1993,fatal,NSW,"byron bay, julian rocks",-28.63333333,153.6166667,coastal,white shark,6,unprovoked,diving,"below, behind",torso,male,31,
Nov,1993,fatal,WA,"broome, roebuck bay",-17.96666667,122.2333333,Coastal,tiger shark,4,provoked,diving,,,male,28,
Dec,1993,uninjured,QLD,"rockhampton, farnborough beach",-23.36666667,150.5,coastal,whaler shark,2,unprovoked,boarding,,other: uninjured,male,13,
Jan,1994,injured,QLD,"brisbane river, karana downs reach ",-27.53333333,153.8333333,river,bull shark,1.5,unprovoked,swimming,behind,thigh,male,22,
Jan,1994,injured,QLD,"buds beach, gold coast canal",-27.98333333,153.4166667,river,bull shark,,unprovoked,swimming,right,foot,male,,
Feb,1994,injured,SA,"stinky bay, nora creina",-37.31666667,139.8333333,coastal,wobbegong,1.6,provoked,fishing,,foot,male,39,
Apr,1994,injured,QLD,"broadbeach, surfers paradise",-27.93333333,153.4166667,coastal,whaler shark,,unprovoked,swimming,in front,"arm, hand",female,,
Nov,1994,injured,VIC,mornington peninsula (pier),-38.46666667,144.8833333,coastal,wobbegong,3,provoked,diving,behind,torso,male,23,
Feb,1995,uninjured,VIC,"seal rocks, phillip island",-38.51666667,145.0833333,island open ocean,sevengill shark,2.6,provoked,diving,below,,male,34,
Feb,1995,injured,SA,"boomer beach, port elliot",-35.53333333,138.6666667,coastal,wobbegong,,unprovoked,boarding,below,foot,male,14,
Mar,1995,injured,SA,cactus beach,-32.08333333,132.9666667,coastal,white shark,2,unprovoked,boarding,below,arm,male,35,
Mar,1995,uninjured,NSW,"clark island, sydney harbour",-33.85,151.2333333,estuary/harbour,bull shark,2.5,unprovoked,boarding,,other: uninjured,female,29,
Apr,1995,injured,NSW,eden,-37.05,149.9,coastal,wobbegong,,unprovoked,diving,,"arm, hand",male,,
May,1995,uninjured,WA,"bernier island, shark bay",-24.83333333,113.1333333,island open ocean,tiger shark,3,unprovoked,diving,in front,other: uninjured,male,49,
Sep,1995,fatal,WA,"hopetoun, starvation bay",-33.88333333,120.6833333,coastal,white shark,3,unprovoked,diving,,torso,male,29,
Oct,1995,injured,QLD,"hervey bay, pialba",-25,152.8333333,coastal,tiger shark,,unprovoked,other: standing in water,,leg,female,15,
Nov,1995,injured,NSW,"brooms head, lake arragan",-29.53333333,153.3333333,estuary/harbour,bull shark,1,provoked,,,thigh,male,35,
Nov,1995,injured,QLD,"fishermans beach, great keppel",-23.16666667,150.95,coastal,tiger shark,1.8,unprovoked,swimming,,leg,male,19,
Dec,1995,injured,NSW,"little patonga beach, hawkesbury river",-33.55,151.2666667,estuary/harbour,bull shark,2.6,unprovoked,swimming,,arm,male,24,
Jan,1996,injured,QLD,"coomera river mouth, gold coast",-27.85,153.4,estuary/harbour,bull shark,,unprovoked,other: standing in water,,calf,female,13,
Jan,1996,injured,WA,"mutton bird island, albany",-35.05,117.6833333,island open ocean,wobbegong,0.7,provoked,spearfishing,,leg,male,40,
Feb,1996,injured,NSW,"parramatta river, sydney",-33.86666667,151.2,coastal,bull shark,2,unprovoked,swimming,,thigh,male,24,
Feb,1996,injured,NSW,"lord howe island, ned's beach",-31.51666667,159.05,coastal,galapagos shark,,provoked,other: standing in water,,foot,male,7,
Mar,1996,injured,QLD,"heron island, barrier reef",-23.43333333,151.9,island open ocean,whaler shark,,unprovoked,swimming,,"arm, leg",female,47,
Apr,1996,injured,NSW,"mona vale beach, sydney",-33.66666667,151.3,coastal,wobbegong,,unprovoked,swimming,,leg,female,16,
Apr,1996,injured,NSW,"mona vale beach, sydney",-33.66666667,151.3,coastal,wobbegong,,unprovoked,swimming,,thigh,male,11,
Jun,1996,uninjured,VIC,suicide point at point leo,-38.41666667,145.0666667,coastal,white shark,3,unprovoked,boarding,below,other: uninjured,male,47,
Sep,1996,injured,WA,"rottnest island, parker point",-32,115.5166667,island open ocean,wobbegong,,unprovoked,other: standing in water,,thigh,male,,
Dec,1996,injured,VIC,anglesea beach,-38.41666667,144.1833333,estuary/harbour,wobbegong,,unprovoked,boarding,,leg,female,12,
Dec,1996,injured,QLD,"sunshine coast, coolumn beach",-26.5,153,coastal,wobbegong,,unprovoked,boarding,,foot,female,18,
Jan,1997,injured,QLD,"whitehaven beach, whitsunday island",-20.25,148.9666667,coastal,tiger shark,2,unprovoked,snorkelling,,leg,male,27,
Jan,1997,injured,QLD,"rainbow bay, coolangatta",-28.15,153.5333333,coastal,bull shark,1,unprovoked,boarding,,leg,male,8,
Jan,1997,uninjured,VIC,"seal rocks, phillip island",-38.51666667,145.0833333,island open ocean,white shark,3,unprovoked,unmotorised boating,below,other: uninjured,male,32,
Feb,1997,injured,QLD,"ravens cove, whitsundays",-20.26666667,148.9,coastal,grey reef shark,,unprovoked,diving,,"arm, shoulder",male,30,
Feb,1997,injured,QLD,"nerang river, 14km upstream",-27.98333333,153.3333333,river,bull shark,,unprovoked,swimming,,leg,female,20,
Feb,1997,uninjured,NSW,"parramatta river, sydney",-33.86666667,151.2,river,bull shark,2,unprovoked,unmotorised boating,,other: uninjured,female,49,
Jul,1997,injured,QLD,"maroochydore, pincushion",-26.65,153.1,coastal,tiger shark,1.5,unprovoked,boarding,"left, below",calf,male,18,
Oct,1997,injured,WA,"cottesloe beach, perth",-31.98333333,115.75,coastal,white shark,5,unprovoked,boarding,below,head,male,,
Nov,1997,uninjured,VIC,surf coast - 13th beach,-38.28333333,144.45,coastal,white shark,2,unprovoked,boarding,right,other: uninjured,male,21,
Nov,1997,injured,WA,albany,-35.13333333,117.95,coastal,white shark,5,unprovoked,diving,,"arm, shoulder",male,42,
Dec,1997,injured,WA,gnarabup beach,-33.98333333,114.9833333,coastal,wobbegong,,unprovoked,other: standing in water,,leg,male,4,
Dec,1997,injured,NSW,"evans head, shark bay",-29.1,153.4333333,coastal,wobbegong,,unprovoked,swimming,,leg,male,18,
Dec,1997,injured,QLD,"luncheon bay, hook island",-20.11666667,148.9166667,coastal,bull shark,,unprovoked,swimming,,leg,male,8,
Jan,1998,injured,WA,hamelin bay,-34.21666667,115.0166667,island open ocean,wobbegong,2.4,provoked,diving,behind,calf,male,34,
Jan,1998,uninjured,QLD,"orpheus island, juno bay",-18.66666667,146.5,island open ocean,tiger shark,3.3,unprovoked,snorkelling,"below, behind",other: uninjured,male,45,
Jan,1998,injured,SA,"middleton beach, adelaide",-35.5,138.7,coastal,wobbegong,,unprovoked,boarding,right,foot,male,31,
Jun,1998,fatal,SA,south neptune island,-35.31666667,136.1,coastal,white shark,4,unprovoked,snorkelling,,"torso, leg",male,26,
Sep,1998,injured,NSW,jervis bay,-35.03333333,150.7166667,coastal,wobbegong,,unprovoked,diving,,thigh,male,,
Oct,1998,injured,QLD,sunshine coast,-26.5,153,coastal,wobbegong,1.2,provoked,diving,in front,"arm, hand",male,37,
Dec,1998,injured,SA,"middleton beach, adelaide",-35.5,138.7,coastal,wobbegong,,unprovoked,boarding,,calf,female,21,
Dec,1998,injured,NSW,"botany bay, sydney",-33.95,151.15,estuary/harbour,whaler shark,,provoked,spearfishing,behind,calf,male,,
Feb,1999,injured,NSW,"nambucca heads, scott's head beach ",-30.56666667,152.9833333,ocean/pelagic,white shark,,unprovoked,boarding,below,arm,male,35,
May,1999,fatal,SA,flaherty's beach hardwicke bay,-34.88333333,137.45,coastal,white shark,,unprovoked,boarding,,torso,male,22,
Oct,1999,injured,QLD,"stradbroke island, amity point",-27.38333333,153.4333333,coastal,wobbegong,,provoked,diving,,thigh,male,,
Dec,1999,uninjured,NSW,"forster, the pinnacle",-32.21666667,152.6,ocean/pelagic,bronze whaler shark,2.9,unprovoked,diving,behind,other: uninjured,male,34,
Dec,1999,uninjured,WA,"scarborough beach, perth",-31.88333333,115.75,coastal,white shark,6,provoked,diving,,other: uninjured,male,,
Feb,2000,uninjured,NSW,"wanda beach, sydney",-34.03333333,151.15,coastal,white shark,,unprovoked,boarding,behind,other: uninjured,male,57,
Feb,2000,injured,SA,"cactus beach, point sinclair, ceduna",-32.08333333,132.9833333,coastal,white shark,3,unprovoked,boarding,right,"arm, torso",male,26,
Feb,2000,injured,WA,sorrento beach,-31.81666667,115.7333333,coastal,wobbegong,1.2,unprovoked,swimming,,foot,male,51,
Mar,2000,injured,QLD,"main beach, gold coast",-27.96666667,153.4166667,coastal,white shark,2.6,unprovoked,swimming,"left, below",calf,male,26,
Mar,2000,injured,WA,margaret river  nr perth,-31.95,115.0666667,coastal,white shark,1.7,unprovoked,boarding,other: side,thigh,male,20,
Mar,2000,uninjured,NSW,"mcmasters beach, central coast",-33.48333333,151.4166667,coastal,white shark,3,unprovoked,boarding,,other: uninjured,male,38,
Mar,2000,injured,NSW,"athol bay, taronga wharf, sydney harbour",-33.86666667,151.2,estuary/harbour,bull shark,0.8,unprovoked,swimming,,foot,male,61,
Mar,2000,uninjured,NSW,"parramatta river, sydney",-33.86666667,151.2,river,bull shark,2,unprovoked,unmotorised boating,,other: uninjured,male,,
Apr,2000,uninjured,NSW,"maroubra beach, sydney",-33.93333333,151.25,coastal,whaler shark,2.8,unprovoked,boarding,,other: uninjured,male,,
Apr,2000,injured,WA,"cottesloe beach, perth",-31.98333333,115.75,coastal,wobbegong,,provoked,other: standing in water,,foot,female,11,
Sep,2000,fatal,SA,"blackfellows point, near elliston",-33.61666667,134.8166667,coastal,white shark,,unprovoked,boarding,,torso,male,17,
Sep,2000,fatal,SA,cactus beach,-32.08333333,132.9666667,coastal,white shark,4.5,unprovoked,boarding,,torso,male,25,
Nov,2000,uninjured,QLD,"orpheus island, juno bay",-18.66666667,146.5,island open ocean,tiger shark,4,provoked,diving,behind,other: uninjured,male,28,
Nov,2000,injured,WA,"cottesloe beach, perth",-31.98333333,115.75,coastal,white shark,4,unprovoked,swimming,in front,foot,male,52,
Nov,2000,uninjured,NSW,"kiama, jones beach",-34.63333333,150.3833333,coastal,white shark,2.9,unprovoked,swimming,,other: uninjured,male,40,
Nov,2000,uninjured,SA,venus bay,-33.18333333,134.65,coastal,white shark,4,provoked,diving,,other: uninjured,male,27,
Nov,2000,fatal,WA,"cottesloe beach, perth",-31.98333333,115.75,coastal,white shark,4,unprovoked,swimming,in front,"torso, leg",male,49,
Dec,2000,injured,QLD,"heron island, sykes reef",-23.43333333,151.9,coastal,whaler shark,2.5,provoked,spearfishing,"below, behind",arm,male,38,
Dec,2000,injured,QLD,"townsville, flinders cay off townsville",-19.25,146.8166667,coastal,wobbegong,,unprovoked,diving,,"arm, hand",male,,
Jan,2001,uninjured,QLD,"noosa heads, main beach",-26.38333333,153.0833333,coastal,tiger shark,,unprovoked,boarding,,other: uninjured,male,,
Jan,2001,uninjured,NSW,south west rocks,-30.88333333,153.05,coastal,white shark,5,unprovoked,unmotorised boating,below,other: uninjured,male,35,
Feb,2001,injured,NSW,brooms head ,-29.6,153.3333333,coastal,tiger shark,2.5,unprovoked,boarding,,calf,male,40,
Mar,2001,injured,WA,"margaret river, prevelly beach",-33.96666667,114.9833333,coastal,wobbegong,1.5,unprovoked,snorkelling,"left, below",calf,male,19,
Apr,2001,injured,NSW,"nambucca river, entrance",-30.63333333,153.0166667,estuary/harbour,wobbegong,,unprovoked,boarding,,calf,male,40,
Apr,2001,injured,NSW,"bronte beach, sydney",-33.9,151.2666667,coastal,wobbegong,1,provoked,snorkelling,,arm,male,32,
May,2001,injured,NSW,"lakes beach, budgewoi",-33.23333333,151.5333333,coastal,white shark,3,unprovoked,boarding,right,torso,male,37,
Oct,2001,uninjured,QLD,"moreton bay, sovereign beach",-27.28333333,153.4166667,coastal,tiger shark,4,unprovoked,unmotorised boating,"left, below",,male,31,
Oct,2001,injured,QLD,"pinnacles, coral sea, gbr",-16.91666667,149.25,coastal,silvertip shark,1.5,provoked,snorkelling,in front,arm,female,20,
Nov,2001,injured,NSW,"ballina, flat rock",-28.81666667,153.5333333,coastal,white shark,2,unprovoked,boarding,below,torso,male,49,
Dec,2001,injured,NSW,"yamba, main beach",-29.43333333,153.35,coastal,wobbegong,,unprovoked,swimming,below,foot,male,14,
Dec,2001,uninjured,WA,"yallingup, honeycombs",-33.63333333,115,coastal,white shark,2,unprovoked,boarding,right,other: uninjured,male,36,
Dec,2001,uninjured,WA,canal rocks,-34.25,115.0166667,coastal,white shark,2.5,provoked,spearfishing,,other: uninjured,male,,
Jan,2002,injured,WA,river mouth off collie river,-33.3,115.6833333,estuary/harbour,shortfin mako shark,,unprovoked,swimming,below,thigh,male,32,
Jan,2002,injured,NSW,"port stephens, fingal spit",-32.73333333,152.1833333,island open ocean,bull shark,2.9,unprovoked,boarding,left,arm,male,20,
Feb,2002,injured,QLD,"noosa, sunrise beach",-26.36666667,153.0833333,coastal,whaler shark,1.5,unprovoked,boarding,,foot,male,36,
Feb,2002,uninjured,NSW,"parramatta river, cabarita, sydney",-33.86666667,151.2,river,bull shark,2,unprovoked,unmotorised boating,below,other: uninjured,male,35,
Apr,2002,uninjured,NSW,coffs harbour,-30.28333333,153.1333333,coastal,bull shark,1.8,provoked,spearfishing,below,other: uninjured,male,,
Apr,2002,fatal,SA,smokey bay,-32.38422037,133.9255802,coastal,white shark,6,provoked,diving,,leg,male,23,
Apr,2002,injured,NSW,"bar beach, newcastle",-32.93333333,151.75,coastal,wobbegong,,unprovoked,swimming,,foot,male,46,
Aug,2002,uninjured,WA,"cove beach, perth, sth of cottesloe beach",-31.96666667,115.75,coastal,white shark,3.5,unprovoked,boarding,below,other: uninjured,male,34,
Dec,2002,injured,QLD,"upolu cay, cairns",-16.66666667,145.9333333,coastal,hammerhead shark ,,provoked,snorkelling,,arm,female,18,
Dec,2002,injured,NSW,"manly, shelly beach,  sydney",-33.78333333,151.2833333,coastal,wobbegong,0.5,unprovoked,diving,below,thigh,male,35,
Dec,2002,fatal,QLD,miami lake (canals) gold coast,-28.05,153.4166667,river,bull shark,2,unprovoked,swimming,,"torso, leg",male,23,
Jan,2003,injured,NSW,"coogee beach, sydney",-33.91666667,151.25,coastal,wobbegong,,unprovoked,swimming,,leg,male,24,
Jan,2003,uninjured,SA,sheringa beach,-33.86666667,135.1666667,coastal,white shark,2.5,unprovoked,boarding,in front,other: uninjured,female,,
Feb,2003,injured,SA,"goolwa beach, adelaide",-35.51666667,138.7666667,coastal,wobbegong,,unprovoked,other: standing in water,,foot,male,37,
Feb,2003,fatal,QLD,"burleigh lake, goldcoast canal",-28.1,153.1,coastal,bull shark,2.2,unprovoked,swimming,,leg,male,84,
Mar,2003,injured,NSW,"yamba, turner's beach",-29.41666667,153.35,coastal,whaler shark,,unprovoked,boarding,,foot,male,,
Mar,2003,injured,WA,mandurah,-32.53333333,115.7166667,coastal,wobbegong,1.2,provoked,diving,,"torso, pelvic region",male,,
Jul,2003,uninjured,NT,"nhulunbuy, bremmer island",-12.18333333,136.7666667,island open ocean,tiger shark,,unprovoked,unmotorised boating,behind,other: uninjured,male,37,
Oct,2003,injured,NSW,"coff's harbour, charlesworth beach",-30.28333333,153.1333333,coastal,wobbegong,1.2,unprovoked,boarding,,foot,male,12,
Oct,2003,injured,NSW,"seal rocks, lighthouse beach",-32.43333333,152.5166667,coastal,wobbegong,1.5,unprovoked,boarding,below,foot,male,22,
Nov,2003,injured,WA,"margaret river, mainbreak",-33.63333333,114.9833333,coastal,wobbegong,1.3,provoked,swimming,,thigh,male,15,
Nov,2003,injured,WA,"margaret river, mainbreak",-33.96666667,114.9833333,coastal,wobbegong,1.3,provoked,swimming,,"leg, hand",male,15,
Dec,2003,injured,WA,"margaret river, prevelly",-33.96666667,114.9833333,river,wobbegong,0.7,provoked,spearfishing,,leg,male,34,
Dec,2003,uninjured,VIC,"ocean grove, collendina",-38.26666667,144.5333333,coastal,whaler shark,,unprovoked,swimming,,other: uninjured,male,,
Jan,2004,injured,WA,gnarabup beach,-33.98333333,114.9833333,coastal,wobbegong,1,unprovoked,swimming,behind,"torso, pelvic region",male,,
Jan,2004,uninjured,NSW,"shellharbour, bass point, wollongong",-34.56666667,150.8666667,coastal,whaler shark,3,unprovoked,diving,,other: uninjured,male,,
Jan,2004,injured,NSW,"nambucca heads, scott's head beach",-30.56666667,152.9833333,coastal,wobbegong,,unprovoked,swimming,,calf,male,8,
Jan,2004,injured,NSW,nambucca heads,-30.63333333,153.0166667,coastal,wobbegong,,unprovoked,swimming,behind,"torso, pelvic region",female,,
Jan,2004,injured,WA,"binningup beach, bunbury",-33.13333333,115.6833333,coastal,white shark,4.5,provoked,spearfishing,below,leg,male,46,
Feb,2004,uninjured,VIC,"bridgewater bay, portland",-38.36666667,144.75,coastal,white shark,4,provoked,diving,,other: uninjured,male,,
Feb,2004,injured,NSW,caves beach,-33.1,151.65,coastal,blind shark,0.6,provoked,spearfishing,,foot,male,22,
Feb,2004,injured,WA,waterman beach,-31.85,115.75,coastal,wobbegong,0.4,unprovoked,snorkelling,,calf,female,7,
Feb,2004,injured,WA,waterman beach,-31.85,115.75,coastal,wobbegong,0.4,unprovoked,snorkelling,,leg,male,38,
Mar,2004,injured,WA,"cervantes, nr jurien bay",-30.25,115.0166667,Coastal,bronze whaler shark,1.5,provoked,spearfishing,,leg,male,47,
Apr,2004,injured,NSW,"forster, latitude reef",-32.2,152.55,coastal,wobbegong,1.2,unprovoked,diving,in front,"arm, hand",male,,
Apr,2004,injured,WA,"margaret river, prevelly",-33.96666667,114.9833333,coastal,wobbegong,1,unprovoked,snorkelling,below,thigh,male,,
